employee_id,name,address,city,postal_code,latitude,longitude,snapped_latitude,snapped_longitude,optimal_employee_station,optimal_employee_station_id,optimal_employee_station_rank,optimal_office_station,optimal_office_station_id,optimal_office_station_rank,walk_home_to_station_min,transit_time_min,walk_station_to_office_min,total_commute_min,otp_route_found,car_distance_m,car_driving_time_min,car_parking_time_min,car_total_time_min,commute_time_bucket,transport_attractiveness,monthly_driving_cost,financial_attractiveness_Company Pays Full,financial_attractiveness_50% Subsidy,financial_attractiveness_Employee Pays Full,adoption_score_Company Pays Full,adoption_score_50% Subsidy,adoption_score_Employee Pays Full,employee_station,employee_station_id,employee_station_rank,office_station,office_station_id,office_station_rank,transit_time_morning_min,walk_office_to_station_min,transit_time_evening_min,walk_station_to_home_min,morning_journey_min,evening_journey_min
EMP108,Lothar Hermann B.A.,"Sibylle-auch Schlauchin-Allee 64-43, 22880 Wedel",Wedel,22880,53.576357,9.713091,53.576421,9.713089,"Wedel, Müllerkamp",68665485.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,4.569999999999999,72.0,3.7066666666666666,160.5533333333333,True,31773.1,44.836666666666666,8,52.836666666666666,120+ min,30.0,240.6386,5,5,5,20.0,20.0,20.0,"Wedel, Müllerkamp",68665485.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,72.0,3.7066666666666666,72.0,4.569999999999999,80.27666666666666,80.27666666666666
EMP109,Alwine Sager B.Eng.,"Sandy-Schottin-Allee 4, 20355 Hamburg",Hamburg,20355,53.576158,10.007046,53.575573,10.006979,Zimmerstraße,335695109.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,8.108333333333333,32.0,3.7066666666666666,84.63,True,14719.4,31.45,8,39.45,60-90 min,60.0,138.3164,5,5,4,38.0,38.0,37.6,Zimmerstraße,335695109.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,32.0,3.7066666666666666,29.0,8.108333333333333,43.815,40.815
EMP110,Reza Reuter-Kobelt,"Dimitri-Hübel-Ring 3-4, 22626 Ahrensburg",Ahrensburg,22626,53.673068,10.235456,53.672891,10.235353,,,,,,,,,,,False,20627.8,35.32666666666667,8,43.32666666666667,No route,,173.7668,5,5,5,,,,,,,,,,,,,,,
EMP111,Christopher Wende,"Gehringerring 24-85, 22846 Norderstedt",Norderstedt,22846,53.712313,9.995697,53.712428,9.99571,,,,,,,,,,,False,4914.3,10.296666666666663,8,18.296666666666663,No route,,79.4858,4,3,3,,,,,,,,,,,,,,,
EMP112,Rigo Kroker,"Natalija-Stey-Allee 9-6, 21077 Harburg",Harburg,21077,53.452194,9.897592,53.452166,9.898249,"Ehestorf, Hohlredder",478118123.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,6.72,56.9,6.403333333333333,149.94666666666666,True,38831.6,51.986666666666665,8,59.986666666666665,120+ min,40.0,282.9896,5,5,5,26.0,26.0,26.0,"Ehestorf, Hohlredder",478118123.0,3.0,"Harksheide, Heidehofweg (West)",12461266488.0,5.0,57.9,6.403333333333333,65.8,6.72,71.02333333333334,78.92333333333333
EMP113,Miguel Heintze,"Josef-Reising-Gasse 75-64, 22856 Norderstedt",Norderstedt,22856,53.712313,9.995697,53.712428,9.99571,,,,,,,,,,,False,4914.3,10.296666666666663,8,18.296666666666663,No route,,79.4858,4,3,3,,,,,,,,,,,,,,,
EMP114,Margaret Lange,"Barthstr. 29/83, 20255 Hamburg",Hamburg,20255,53.5700379,9.9796505,53.570038,9.97965,Bezirksamt Eimsbüttel,2467433725.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,3.2883333333333336,23.0,3.7066666666666666,60.99,True,14682.7,32.513333333333335,8,40.513333333333335,60-90 min,100.0,138.0962,5,5,4,62.0,62.0,61.6,Bezirksamt Eimsbüttel,2467433725.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,23.0,3.7066666666666666,24.0,3.2883333333333336,29.995,30.995
EMP129,Frau Natalja Warmer,"Fliegnerweg 21-21, 21614 Buxtehude",Buxtehude,21614,53.589517,9.990497,53.589517,9.990497,U Kellinghusenstraße,3941075688.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,1.105,20.0,3.7066666666666666,49.623333333333335,True,12425.0,27.52,8,35.519999999999996,0-60 min,100.0,124.55,5,4,4,62.0,61.6,61.6,U Kellinghusenstraße,3941075688.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,20.0,3.7066666666666666,20.0,1.105,24.811666666666667,24.811666666666667
EMP130,Marie-Theres Eberhardt,"Ehlertstr. 9, 22415 Hamburg",Hamburg,22415,53.563793,9.902143,53.563892,9.902136,Bahrenfelder Marktplatz,538471368.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,3.78,43.0,3.7066666666666666,98.97333333333331,True,17552.1,26.813333333333333,8,34.81333333333333,90-120 min,50.0,155.3126,5,5,4,32.0,32.0,31.6,Händelstraße,5901964564.0,5.0,"Harksheide, Libellengrund",12461266487.0,1.0,42.0,3.7066666666666666,42.0,3.78,49.486666666666665,49.486666666666665
EMP131,Giovanna Döhn,"Klappallee 1-5, 22855 Norderstedt",Norderstedt,22855,53.558074,9.974231,53.558073,9.974269,Messehallen,1586118354.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,3.296666666666667,27.0,3.7066666666666666,69.00666666666666,True,16118.0,35.745,8,43.745,60-90 min,100.0,146.70799999999997,5,5,4,62.0,62.0,61.6,Messehallen,1586118354.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,27.0,3.7066666666666666,28.0,3.296666666666667,34.00333333333333,35.00333333333333
EMP132,Ralf Holsten,"Gernot-Sontag-Straße 6158, 22880 Wedel",Wedel,22880,53.576357,9.713091,53.576421,9.713089,"Wedel, Müllerkamp",68665485.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,4.569999999999999,72.0,3.7066666666666666,160.5533333333333,True,31773.1,44.836666666666666,8,52.836666666666666,120+ min,30.0,240.6386,5,5,5,20.0,20.0,20.0,"Wedel, Müllerkamp",68665485.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,72.0,3.7066666666666666,72.0,4.569999999999999,80.27666666666666,80.27666666666666
EMP133,Alma Girschner,"Malgorzata-Lorch-Weg 9, 22119 Hamburg",Hamburg,22119,53.576158,10.007046,53.575573,10.006979,Zimmerstraße,335695109.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,8.108333333333333,32.0,3.7066666666666666,84.63,True,14719.4,31.45,8,39.45,60-90 min,60.0,138.3164,5,5,4,38.0,38.0,37.6,Zimmerstraße,335695109.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,32.0,3.7066666666666666,29.0,8.108333333333333,43.815,40.815
EMP134,Dimitrios Fechner,"Tintzmannallee 6/6, 21107 Harburg",Harburg,21107,53.456267,9.970468,53.456196,9.970332,Eißendorfer Straße (TU Hamburg),728565503.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,6.241666666666666,49.7,3.7066666666666666,116.09666666666666,True,34873.3,48.88666666666666,8,56.88666666666666,90-120 min,70.0,259.2398,5,5,5,44.0,44.0,44.0,Eißendorfer Straße (TU Hamburg),5686864205.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,49.7,3.7066666666666666,46.5,6.241666666666666,59.64833333333333,56.44833333333333
EMP135,Hans-Heinrich Lindner MBA.,"Bohnbachplatz 1, 22880 Wedel",Wedel,22880,53.51464,9.989696,53.514711,9.989895,Vogelhüttendeich,410242670.0,5.0,"Harksheide, Libellengrund",12461266487.0,1.0,3.385,44.7,3.7066666666666666,101.88333333333333,True,31645.4,48.580000000000005,8,56.580000000000005,90-120 min,90.0,239.8724,5,5,5,56.0,56.0,56.0,Vogelhüttendeich,410242670.0,5.0,"Harksheide, Libellengrund",12461266487.0,1.0,44.7,3.7066666666666666,43.0,3.385,51.791666666666664,50.09166666666666
EMP136,Czeslaw Franke,"Frankering 6/2, 22393 Hamburg",Hamburg,22393,53.576158,10.007046,53.575573,10.006979,Zimmerstraße,335695109.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,8.108333333333333,32.0,3.7066666666666666,84.63,True,14719.4,31.45,8,39.45,60-90 min,60.0,138.3164,5,5,4,38.0,38.0,37.6,Zimmerstraße,335695109.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,32.0,3.7066666666666666,29.0,8.108333333333333,43.815,40.815
EMP137,Dietlinde Wende,"Gundi-Butte-Ring 86-77, 22855 Norderstedt",Norderstedt,22855,53.712313,9.995697,53.712428,9.99571,,,,,,,,,,,False,4914.3,10.296666666666663,8,18.296666666666663,No route,,79.4858,4,3,3,,,,,,,,,,,,,,,
EMP138,Angelica Hartmann,"Muharrem-Losekann-Gasse 8/9, 21073 Harburg",Harburg,21073,53.452194,9.897592,53.452166,9.898249,"Ehestorf, Hohlredder",478118123.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,6.72,56.9,6.403333333333333,149.94666666666666,True,38831.6,51.986666666666665,8,59.986666666666665,120+ min,40.0,282.9896,5,5,5,26.0,26.0,26.0,"Ehestorf, Hohlredder",478118123.0,3.0,"Harksheide, Heidehofweg (West)",12461266488.0,5.0,57.9,6.403333333333333,65.8,6.72,71.02333333333334,78.92333333333333
EMP139,Viktoria Hahn,"Scheuermanngasse 3, 22626 Ahrensburg",Ahrensburg,22626,53.371274,10.294662,53.371327,10.294175,"Drage, Krummer Weg",679855536.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,62.86333333333334,118.7,6.403333333333333,345.0333333333333,True,63460.8,66.11999999999999,8,74.11999999999999,120+ min,0.0,430.76480000000004,5,5,5,2.0,2.0,2.0,"Drage, Krummer Weg",679855536.0,3.0,"Harksheide, Heidehofweg (West)",12461266488.0,5.0,119.7,6.403333333333333,86.8,62.86333333333334,188.96666666666667,156.06666666666666
EMP140,Dr. Hans-Hermann Reichmann,"Korinna-Hermighausen-Ring 81/70, 22391 Hamburg",Hamburg,22391,53.576158,10.007046,53.575573,10.006979,Zimmerstraße,335695109.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,8.108333333333333,32.0,3.7066666666666666,84.63,True,14719.4,31.45,8,39.45,60-90 min,60.0,138.3164,5,5,4,38.0,38.0,37.6,Zimmerstraße,335695109.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,32.0,3.7066666666666666,29.0,8.108333333333333,43.815,40.815
EMP141,Hermann Josef Buchholz,"Alicja-Römer-Allee 11/76, 21614 Buxtehude",Buxtehude,21614,53.490193,9.761105,53.490427,9.761102,"Rübke, Kurzer Weg",2886314002.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,0.0916666666666666,73.5,3.7066666666666666,148.29666666666668,True,40302.7,61.83166666666667,8,69.83166666666668,120+ min,70.0,291.8162,5,5,5,44.0,44.0,44.0,"Rübke, Kurzer Weg",2886314002.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,73.5,3.7066666666666666,67.2,0.0916666666666666,77.29833333333333,70.99833333333333
EMP142,Hansjoachim Bärer,"Ruppertstraße 7-5, 22880 Wedel",Wedel,22880,53.558021,9.973998,53.558022,9.973919,Messehallen,1586118354.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,3.82,27.0,3.7066666666666666,70.05333333333333,True,16140.8,35.835,8,43.835,60-90 min,100.0,146.8448,5,5,4,62.0,62.0,61.6,Messehallen,1586118354.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,27.0,3.7066666666666666,28.0,3.82,34.526666666666664,35.526666666666664
EMP143,Dipl.-Ing. Klaus-Werner Kühnert B.Sc.,"Geißlerallee 75-21, 21614 Buxtehude",Buxtehude,21614,53.490193,9.761105,53.490427,9.761102,"Rübke, Kurzer Weg",2886314002.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,0.0916666666666666,73.5,3.7066666666666666,148.29666666666668,True,40302.7,61.83166666666667,8,69.83166666666668,120+ min,70.0,291.8162,5,5,5,44.0,44.0,44.0,"Rübke, Kurzer Weg",2886314002.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,73.5,3.7066666666666666,67.2,0.0916666666666666,77.29833333333333,70.99833333333333
EMP144,Josip Pergande,"Jesselweg 33/25, 21682 Buxtehude",Buxtehude,21682,53.624546,10.089318,53.624571,10.089389,Hohnerkamp (Mitte),1069649592.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,2.1983333333333333,33.0,3.7066666666666666,78.80999999999999,True,13290.0,28.538333333333338,8,36.53833333333334,60-90 min,70.0,129.74,5,4,4,44.0,43.6,43.6,Hohnerkamp (Mitte),1069649592.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,33.0,3.7066666666666666,34.0,2.1983333333333333,38.904999999999994,39.904999999999994
EMP145,Cäcilia Gerlach,"Selma-Wulf-Ring 22/33, 22855 Norderstedt",Norderstedt,22855,53.712313,9.995697,53.712428,9.99571,,,,,,,,,,,False,4914.3,10.296666666666663,8,18.296666666666663,No route,,79.4858,4,3,3,,,,,,,,,,,,,,,
EMP146,Norma Rose MBA.,"Kira-Werner-Allee 82, 22844 Norderstedt",Norderstedt,22844,53.712313,9.995697,53.712428,9.99571,,,,,,,,,,,False,4914.3,10.296666666666663,8,18.296666666666663,No route,,79.4858,4,3,3,,,,,,,,,,,,,,,
EMP147,Magda Jähn B.Eng.,"Schottinring 871, 22587 Hamburg",Hamburg,22587,53.576158,10.007046,53.575573,10.006979,Zimmerstraße,335695109.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,8.108333333333333,32.0,3.7066666666666666,84.63,True,14719.4,31.45,8,39.45,60-90 min,60.0,138.3164,5,5,4,38.0,38.0,37.6,Zimmerstraße,335695109.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,32.0,3.7066666666666666,29.0,8.108333333333333,43.815,40.815
EMP148,Andy Koch,"Nikolai-Patberg-Gasse 8/8, 20148 Hamburg",Hamburg,20148,53.576158,10.007046,53.575573,10.006979,Zimmerstraße,335695109.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,8.108333333333333,32.0,3.7066666666666666,84.63,True,14719.4,31.45,8,39.45,60-90 min,60.0,138.3164,5,5,4,38.0,38.0,37.6,Zimmerstraße,335695109.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,32.0,3.7066666666666666,29.0,8.108333333333333,43.815,40.815
EMP149,Irmgard Salz-Röhrdanz,"Buchholzweg 99, 22629 Ahrensburg",Ahrensburg,22629,53.642948,10.157999,53.642857,10.157993,Eulenkrugstraße,482367016.0,2.0,"Harksheide, Libellengrund",12461266487.0,1.0,3.91,37.0,3.7066666666666666,92.23333333333332,True,16178.0,29.953333333333333,8,37.95333333333333,90-120 min,50.0,147.06799999999998,5,5,4,32.0,32.0,31.6,Eulenkrugstraße,482367016.0,2.0,"Harksheide, Libellengrund",12461266487.0,1.0,37.0,3.7066666666666666,40.0,3.91,44.61666666666666,47.61666666666666
EMP150,Woldemar Bolander-Mende,"Tomasz-Rudolph-Allee 9597, 22880 Wedel",Wedel,22880,53.576357,9.713091,53.576421,9.713089,"Wedel, Müllerkamp",68665485.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,4.569999999999999,72.0,3.7066666666666666,160.5533333333333,True,31773.1,44.836666666666666,8,52.836666666666666,120+ min,30.0,240.6386,5,5,5,20.0,20.0,20.0,"Wedel, Müllerkamp",68665485.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,72.0,3.7066666666666666,72.0,4.569999999999999,80.27666666666666,80.27666666666666
EMP151,Falk Trommler,"Mareike-Karz-Allee 38, 21073 Harburg",Harburg,21073,53.452194,9.897592,53.452166,9.898249,"Ehestorf, Hohlredder",478118123.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,6.72,56.9,6.403333333333333,149.94666666666666,True,38831.6,51.986666666666665,8,59.986666666666665,120+ min,40.0,282.9896,5,5,5,26.0,26.0,26.0,"Ehestorf, Hohlredder",478118123.0,3.0,"Harksheide, Heidehofweg (West)",12461266488.0,5.0,57.9,6.403333333333333,65.8,6.72,71.02333333333334,78.92333333333333
EMP152,Helmtrud Wohlgemut-Kambs,"Mangoldstr. 555, 21614 Buxtehude",Buxtehude,21614,53.598565,9.917731,53.598766,9.918212,Wördemanns Weg,1617465791.0,2.0,"Harksheide, Heidehofweg (West)",12461266488.0,5.0,1.1683333333333332,34.9,6.403333333333333,77.04333333333335,True,13719.5,24.566666666666663,8,32.56666666666666,60-90 min,70.0,132.317,5,5,4,44.0,44.0,43.6,Wördemanns Weg,1617465791.0,2.0,"Harksheide, Heidehofweg (West)",12461266488.0,5.0,34.9,6.403333333333333,27.0,1.1683333333333332,42.47166666666667,34.57166666666667
EMP153,Eugenia Herrmann-Ullrich,"Lisa-Schüler-Allee 21/95, 21682 Buxtehude",Buxtehude,21682,53.490193,9.761105,53.490427,9.761102,"Rübke, Kurzer Weg",2886314002.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,0.0916666666666666,73.5,3.7066666666666666,148.29666666666668,True,40302.7,61.83166666666667,8,69.83166666666668,120+ min,70.0,291.8162,5,5,5,44.0,44.0,44.0,"Rübke, Kurzer Weg",2886314002.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,73.5,3.7066666666666666,67.2,0.0916666666666666,77.29833333333333,70.99833333333333
EMP154,Konstantinos Trommler-Caspar,"Meinhard-Butte-Weg 754, 22627 Ahrensburg",Ahrensburg,22627,53.673068,10.235456,53.672891,10.235353,,,,,,,,,,,False,20627.8,35.32666666666667,8,43.32666666666667,No route,,173.7668,5,5,5,,,,,,,,,,,,,,,
EMP155,Aleksandra Klotz,"Römerstraße 22/78, 22629 Ahrensburg",Ahrensburg,22629,53.679758,9.976759,53.679879,9.976447,"Garstedt, Hermann-Löns-Weg",4364655376.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,0.345,0.0,3.7066666666666666,8.103333333333333,True,2800.1,7.151666666666667,8,15.151666666666667,0-60 min,100.0,66.8006,4,3,3,61.6,61.2,61.2,"Garstedt, Hermann-Löns-Weg",4364655376.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,0.0,3.7066666666666666,0.0,0.345,4.051666666666667,4.051666666666667
EMP156,Arno Hübel-Zirme,"Girschnerplatz 47/33, 22527 Hamburg",Hamburg,22527,53.625401,10.090341,53.62547,10.090524,Gumbinner Kehre,6323310479.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,2.4366666666666665,32.0,3.7066666666666666,77.28666666666666,True,13427.3,29.086666666666662,8,37.08666666666666,60-90 min,70.0,130.5638,5,4,4,44.0,43.6,43.6,Gumbinner Kehre,6323310479.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,32.0,3.7066666666666666,33.0,2.4366666666666665,38.14333333333333,39.14333333333333
EMP157,Kornelius Kohl-Fliegner,"Ana-Winkler-Weg 5, 22844 Norderstedt",Norderstedt,22844,53.712313,9.995697,53.712428,9.99571,,,,,,,,,,,False,4914.3,10.296666666666663,8,18.296666666666663,No route,,79.4858,4,3,3,,,,,,,,,,,,,,,
EMP158,Marija Tschentscher,"Hans-Albert-Süßebier-Weg 770, 22880 Wedel",Wedel,22880,53.576357,9.713091,53.576421,9.713089,"Wedel, Müllerkamp",68665485.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,4.569999999999999,72.0,3.7066666666666666,160.5533333333333,True,31773.1,44.836666666666666,8,52.836666666666666,120+ min,30.0,240.6386,5,5,5,20.0,20.0,20.0,"Wedel, Müllerkamp",68665485.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,72.0,3.7066666666666666,72.0,4.569999999999999,80.27666666666666,80.27666666666666
EMP159,Ing. Wulf Ziegert MBA.,"Wera-Martin-Weg 8/4, 22629 Ahrensburg",Ahrensburg,22629,53.646953,10.278997,53.64705,10.279112,,,,,,,,,,,False,25504.1,43.88333333333333,8,51.88333333333333,No route,,203.0246,5,5,5,,,,,,,,,,,,,,,
EMP160,Dr. Rosita Gute,"Patrik-Stiebitz-Weg 77-94, 22880 Wedel",Wedel,22880,53.576357,9.713091,53.576421,9.713089,"Wedel, Müllerkamp",68665485.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,4.569999999999999,72.0,3.7066666666666666,160.5533333333333,True,31773.1,44.836666666666666,8,52.836666666666666,120+ min,30.0,240.6386,5,5,5,20.0,20.0,20.0,"Wedel, Müllerkamp",68665485.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,72.0,3.7066666666666666,72.0,4.569999999999999,80.27666666666666,80.27666666666666
EMP161,Friedhelm Carsten,"Paola-Hermann-Gasse 25-98, 22850 Norderstedt",Norderstedt,22850,53.712313,9.995697,53.712428,9.99571,,,,,,,,,,,False,4914.3,10.296666666666663,8,18.296666666666663,No route,,79.4858,4,3,3,,,,,,,,,,,,,,,
EMP162,Svea Keudel B.Sc.,"Jörn-Mende-Weg 461, 21614 Buxtehude",Buxtehude,21614,53.490193,9.761105,53.490427,9.761102,"Rübke, Kurzer Weg",2886314002.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,0.0916666666666666,73.5,3.7066666666666666,148.29666666666668,True,40302.7,61.83166666666667,8,69.83166666666668,120+ min,70.0,291.8162,5,5,5,44.0,44.0,44.0,"Rübke, Kurzer Weg",2886314002.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,73.5,3.7066666666666666,67.2,0.0916666666666666,77.29833333333333,70.99833333333333
EMP163,Herr Gisbert Dippel B.Eng.,"Blochstraße 23/66, 21109 Harburg",Harburg,21109,53.558351,10.011494,53.558351,10.011494,Gurlittstraße,291504281.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,2.075,32.0,3.7066666666666666,76.56333333333333,True,16553.2,35.248333333333335,8,43.248333333333335,60-90 min,90.0,149.3192,5,5,4,56.0,56.0,55.6,Gurlittstraße,1412965783.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,32.0,3.7066666666666666,33.0,2.075,37.781666666666666,38.781666666666666
EMP164,Alberto Hertrampf,"Freddy-Bender-Ring 82-17, 22627 Ahrensburg",Ahrensburg,22627,53.673068,10.235456,53.672891,10.235353,,,,,,,,,,,False,20627.8,35.32666666666667,8,43.32666666666667,No route,,173.7668,5,5,5,,,,,,,,,,,,,,,
EMP165,Ing. Burghard Biggen B.A.,"Martina-Fischer-Weg 2-5, 21682 Buxtehude",Buxtehude,21682,53.490193,9.761105,53.490427,9.761102,"Rübke, Kurzer Weg",2886314002.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,0.0916666666666666,73.5,3.7066666666666666,148.29666666666668,True,40302.7,61.83166666666667,8,69.83166666666668,120+ min,70.0,291.8162,5,5,5,44.0,44.0,44.0,"Rübke, Kurzer Weg",2886314002.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,73.5,3.7066666666666666,67.2,0.0916666666666666,77.29833333333333,70.99833333333333
EMP166,Maik Pieper,"Schwitalallee 81-91, 21077 Harburg",Harburg,21077,53.452194,9.897592,53.452166,9.898249,"Ehestorf, Hohlredder",478118123.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,6.72,56.9,6.403333333333333,149.94666666666666,True,38831.6,51.986666666666665,8,59.986666666666665,120+ min,40.0,282.9896,5,5,5,26.0,26.0,26.0,"Ehestorf, Hohlredder",478118123.0,3.0,"Harksheide, Heidehofweg (West)",12461266488.0,5.0,57.9,6.403333333333333,65.8,6.72,71.02333333333334,78.92333333333333
EMP167,Prof. Hartmuth Gotthard B.Sc.,"Irmela-Fechner-Ring 1-6, 22844 Norderstedt",Norderstedt,22844,53.712313,9.995697,53.712428,9.99571,,,,,,,,,,,False,4914.3,10.296666666666663,8,18.296666666666663,No route,,79.4858,4,3,3,,,,,,,,,,,,,,,
EMP168,Frau Magrit Kraushaar B.Eng.,"Börnerstr. 6, 22844 Norderstedt",Norderstedt,22844,53.456267,9.970468,53.456196,9.970332,Eißendorfer Straße (TU Hamburg),728565503.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,6.241666666666666,49.7,3.7066666666666666,116.09666666666666,True,34873.3,48.88666666666666,8,56.88666666666666,90-120 min,70.0,259.2398,5,5,5,44.0,44.0,44.0,Eißendorfer Straße (TU Hamburg),5686864205.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,49.7,3.7066666666666666,46.5,6.241666666666666,59.64833333333333,56.44833333333333
EMP169,Blanka Beyer,"Weinholdgasse 41/25, 22880 Wedel",Wedel,22880,53.624546,10.089318,53.624571,10.089389,Hohnerkamp (Mitte),1069649592.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,2.1983333333333333,33.0,3.7066666666666666,78.80999999999999,True,13290.0,28.538333333333338,8,36.53833333333334,60-90 min,70.0,129.74,5,4,4,44.0,43.6,43.6,Hohnerkamp (Mitte),1069649592.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,33.0,3.7066666666666666,34.0,2.1983333333333333,38.904999999999994,39.904999999999994
EMP170,Anto Trubin-Wulf,"Ritterring 377, 21682 Buxtehude",Buxtehude,21682,53.490193,9.761105,53.490427,9.761102,"Rübke, Kurzer Weg",2886314002.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,0.0916666666666666,73.5,3.7066666666666666,148.29666666666668,True,40302.7,61.83166666666667,8,69.83166666666668,120+ min,70.0,291.8162,5,5,5,44.0,44.0,44.0,"Rübke, Kurzer Weg",2886314002.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,73.5,3.7066666666666666,67.2,0.0916666666666666,77.29833333333333,70.99833333333333
EMP171,Julie Kruschwitz,"Beierring 6030, 21079 Harburg",Harburg,21079,53.452194,9.897592,53.452166,9.898249,"Ehestorf, Hohlredder",478118123.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,6.72,56.9,6.403333333333333,149.94666666666666,True,38831.6,51.986666666666665,8,59.986666666666665,120+ min,40.0,282.9896,5,5,5,26.0,26.0,26.0,"Ehestorf, Hohlredder",478118123.0,3.0,"Harksheide, Heidehofweg (West)",12461266488.0,5.0,57.9,6.403333333333333,65.8,6.72,71.02333333333334,78.92333333333333
EMP172,Betty Koch,"Herrmanngasse 6450, 22627 Ahrensburg",Ahrensburg,22627,53.673068,10.235456,53.672891,10.235353,,,,,,,,,,,False,20627.8,35.32666666666667,8,43.32666666666667,No route,,173.7668,5,5,5,,,,,,,,,,,,,,,
EMP173,Ing. Undine Pohl B.Eng.,"Kuhlweg 36-85, 21079 Harburg",Harburg,21079,53.452194,9.897592,53.452166,9.898249,"Ehestorf, Hohlredder",478118123.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,6.72,56.9,6.403333333333333,149.94666666666666,True,38831.6,51.986666666666665,8,59.986666666666665,120+ min,40.0,282.9896,5,5,5,26.0,26.0,26.0,"Ehestorf, Hohlredder",478118123.0,3.0,"Harksheide, Heidehofweg (West)",12461266488.0,5.0,57.9,6.403333333333333,65.8,6.72,71.02333333333334,78.92333333333333
EMP174,Friedhilde Dobes,"Iwona-Löffler-Gasse 3-9, 21107 Harburg",Harburg,21107,53.452194,9.897592,53.452166,9.898249,"Ehestorf, Hohlredder",478118123.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,6.72,56.9,6.403333333333333,149.94666666666666,True,38831.6,51.986666666666665,8,59.986666666666665,120+ min,40.0,282.9896,5,5,5,26.0,26.0,26.0,"Ehestorf, Hohlredder",478118123.0,3.0,"Harksheide, Heidehofweg (West)",12461266488.0,5.0,57.9,6.403333333333333,65.8,6.72,71.02333333333334,78.92333333333333
